Recency,Frequency,Monetary,AverageOrderValue,CustomerValue,CustomerID
2.329388108906308,-0.4250965025587132,8.358668183148236,42.73401704833037,8.358668183148236,12346.0
-0.9005881147587904,0.35441679662391234,0.25096626418824564,0.10941636663813255,0.25096626418824564,12347.0
-0.17059348835770005,-0.03533985296740041,-0.02859600628948439,0.01678071183161248,-0.02859600628948439,12348.0
-0.7405892925338939,-0.4250965025587132,-0.03301179869117063,0.7450652540468481,-0.03301179869117063,12349.0
2.1793892130704675,-0.4250965025587132,-0.191347272524876,-0.047188572662022255,-0.191347272524876,12350.0
-0.5605906175308853,0.4843356798210166,0.05026299230752249,-0.05895978944574786,0.05026299230752249,12352.0
1.1193970158305282,-0.4250965025587132,-0.2186497531339413,-0.1838003768108167,-0.2186497531339413,12353.0
1.3993949547240971,-0.4250965025587132,-0.10846076863834926,0.36754571458676283,-0.10846076863834926,12354.0
1.2193962797210884,-0.4250965025587132,-0.17744014100029096,0.022397717144820875,-0.17744014100029096,12355.0
-0.7005895869776698,-0.16525873616450468,0.08423978347786663,0.28835280551778564,0.08423978347786663,12356.0
-0.5905903966980535,-0.4250965025587132,0.4620954344303197,3.2224039740086785,0.4620954344303197,12357.0
-0.9105880411478464,-0.2951776193616089,-0.09859671839059161,0.09177803153383572,-0.09859671839059161,12358.0
-0.35059216336070864,-0.03533985296740041,0.4804428349080742,0.6535425822412957,0.4804428349080742,12359.0
-0.4005917953059888,-0.16525873616450468,0.06762131759124854,0.26063519456192386,0.06762131759124854,12360.0
1.9493909061221788,-0.4250965025587132,-0.20742391656729625,-0.12763032367873292,-0.20742391656729625,12361.0
-0.8905881883697344,0.7441734462152251,0.3529033131224099,0.057593349148485226,0.3529033131224099,12362.0
0.16940400887020507,-0.2951776193616089,-0.1671377379668784,-0.07969928725977939,-0.1671377379668784,12363.0
-0.8505884828135103,-0.03533985296740041,-0.08245999553998513,-0.0505983008625576,-0.08245999553998513,12364.0
1.989390611678403,-0.2951776193616089,-0.1571935826415391,-0.05482079692803683,-0.1571935826415391,12365.0
-0.8805882619806784,-0.4250965025587132,-0.20976031466342654,-0.13932082036628257,-0.20976031466342654,12367.0
-0.4105917216950448,-0.03533985296740041,0.16593138662380102,0.26011700865716225,0.16593138662380102,12370.0
-0.48059120641843706,-0.2951776193616089,-0.018502766514201564,0.29215871166162116,-0.018502766514201564,12371.0
-0.21059319391392417,-0.16525873616450468,-0.08413552674606713,0.007522951835710071,-0.08413552674606713,12372.0
2.1893891394595237,-0.4250965025587132,-0.18798730954853626,-0.030376525044688962,-0.18798730954853626,12373.0
-0.6705898078105017,-0.4250965025587132,-0.14589542899096625,0.18023612313629475,-0.14589542899096625,12374.0
-0.8205887036463422,-0.2951776193616089,-0.17765152939946466,-0.1060029048067661,-0.17765152939946466,12375.0
2.2293888450157477,-0.2951776193616089,-0.047411798956986925,0.21983350548798078,-0.047411798956986925,12377.0
0.3694025366513257,-0.4250965025587132,0.21743561379721016,1.998214129210771,0.21743561379721016,12378.0
